name,store_id,월,화,수,목,금,토,일,영업구분
이가네양꼬치 교대2호직영점,1111401166,23:30,23:30,23:30,23:30,23:30,23:00,23:00,마감
한성양꼬치 선릉2호점,1537330706,12:00,12:00,12:00,12:00,12:00,12:00,12:00,오픈
한성양꼬치 선릉2호점,1537330706,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
한성양꼬치 선릉2호점,1537330706,23:30,23:30,23:30,23:30,23:30,23:30,23:30,라스트오더
항방양육관 본점,19886380,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
항방양육관 본점,19886380,24:00,24:00,24:00,24:00,24:00,23:00,23:00,마감
알타쿠치나 by 녁,1531869219,11:30,11:30,11:30,11:30,11:30,12:00,정기휴무 (매주 일요일),오픈
알타쿠치나 by 녁,1531869219,23:00,23:00,23:00,23:00,23:00,23:00,정기휴무 (매주 일요일),마감
알타쿠치나 by 녁,1531869219,14:00,14:00,14:00,14:00,14:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
알타쿠치나 by 녁,1531869219,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
알라프리마,36893601,12:00,정기휴무 (매주 화요일),12:00,12:00,12:00,12:00,12:00,오픈
알라프리마,36893601,22:00,정기휴무 (매주 화요일),22:00,22:00,22:00,22:00,22:00,마감
알라프리마,36893601,15:00,정기휴무 (매주 화요일),15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
알라프리마,36893601,18:00,정기휴무 (매주 화요일),18:00,18:00,18:00,18:00,18:00,브레이크타임종료1
질할브로스 역삼점,1632401559,10:30,10:30,10:30,10:30,10:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
질할브로스 역삼점,1632401559,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
질할브로스 역삼점,1632401559,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
질할브로스 역삼점,1632401559,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
질할브로스 역삼점,1632401559,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
자르뎅페르뒤,13150041,12:00,12:00,12:00,12:00,12:00,18:00,정기휴무 (매주 일요일),오픈
자르뎅페르뒤,13150041,22:30,22:30,22:30,22:30,22:30,22:30,정기휴무 (매주 일요일),마감
자르뎅페르뒤,13150041,14:30,14:30,14:30,14:30,14:30,,정기휴무 (매주 일요일),브레이크타임시작1
자르뎅페르뒤,13150041,15:30,15:30,15:30,15:30,15:30,,정기휴무 (매주 일요일),브레이크타임종료1
할랄가이즈 강남점,1637458598,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
할랄가이즈 강남점,1637458598,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
메리가든,1601317880,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
메리가든,1601317880,24:00,24:00,24:00,24:00,02:00,02:00,24:00,마감
메리가든,1601317880,23:00,23:00,23:00,23:00,01:00,01:00,23:00,라스트오더
아니다파르크,1106927754,10:30,10:30,10:30,10:30,10:30,10:30,10:30,오픈
아니다파르크,1106927754,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
아니다파르크,1106927754,16:30,16:30,16:30,16:30,16:30,16:30,16:30,브레이크타임시작1
아니다파르크,1106927754,17:30,17:30,17:30,17:30,17:30,17:30,17:30,브레이크타임종료1
아니다파르크,1106927754,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
마리스테이블,1107125210,10:00,10:00,10:00,10:00,10:00,10:00,정기휴무 (매주 일요일),오픈
마리스테이블,1107125210,21:30,21:30,21:30,21:30,21:30,21:30,정기휴무 (매주 일요일),마감
마리스테이블,1107125210,20:30,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 일요일),라스트오더
퍼스 서초교대점,1093573764,08:00,08:00,08:00,08:00,08:00,10:00,10:00,오픈
퍼스 서초교대점,1093573764,20:00,20:00,20:00,20:00,20:00,20:00,20:00,마감
롤리폴리 꼬또,1803784882,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
롤리폴리 꼬또,1803784882,21:00,21:00,21:00,21:00,21:00,20:00,정기휴무 (매주 일요일),마감
롤리폴리 꼬또,1803784882,14:30,14:30,14:30,14:30,14:30,,정기휴무 (매주 일요일),브레이크타임시작1
롤리폴리 꼬또,1803784882,17:00,17:00,17:00,17:00,17:00,,정기휴무 (매주 일요일),브레이크타임종료1
롤리폴리 꼬또,1803784882,20:30,20:30,20:30,20:30,20:30,19:30,정기휴무 (매주 일요일),라스트오더
아야로시,1188302490,09:00,09:00,09:00,09:00,09:00,09:00,정기휴무 (매주 일요일),오픈
아야로시,1188302490,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),마감
보스켓,1672422189,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
보스켓,1672422189,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
보스켓,1672422189,15:30,15:30,15:30,15:30,15:30,15:30,정기휴무 (매주 일요일),브레이크타임시작1
보스켓,1672422189,17:30,17:30,17:30,17:30,17:30,17:30,정기휴무 (매주 일요일),브레이크타임종료1
호샤퀴테리에,1408248574,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
호샤퀴테리에,1408248574,23:00,23:00,23:00,23:00,23:00,22:00,22:00,마감
호샤퀴테리에,1408248574,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
호샤퀴테리에,1408248574,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
호샤퀴테리에,1408248574,22:00,22:00,22:00,22:00,22:00,21:00,21:00,라스트오더
사유의서재,1639179283,16:00,16:00,16:00,16:00,16:00,12:00,12:00,오픈
사유의서재,1639179283,23:00,23:00,23:00,23:00,24:00,24:00,23:00,마감
사유의서재,1639179283,,,,,,15:00,15:00,브레이크타임시작1
사유의서재,1639179283,,,,,,16:30,16:30,브레이크타임종료1
후추포인트,1007886570,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
후추포인트,1007886570,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
후추포인트,1007886570,16:00,16:00,16:00,16:00,16:00,16:00,16:00,브레이크타임시작1
후추포인트,1007886570,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
후추포인트,1007886570,15:30,15:30,15:30,15:30,15:30,15:30,15:30,라스트오더
라브리크 서울,1498934506,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
라브리크 서울,1498934506,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
라브리크 서울,1498934506,15:30,15:30,15:30,15:30,15:30,15:30,15:30,브레이크타임시작1
라브리크 서울,1498934506,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
라브리크 서울,1498934506,14:30,14:30,14:30,14:30,14:30,14:30,14:30,라스트오더
라브리크 서울,1498934506,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더2
멜로우가든 강남점,1245209980,정기휴무 (매주 월요일),16:00,16:00,16:00,16:00,15:00,15:00,오픈
멜로우가든 강남점,1245209980,정기휴무 (매주 월요일),24:00,24:00,24:00,01:00,01:00,24:00,마감
피끄니크,1037966057,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
피끄니크,1037966057,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
피끄니크,1037966057,20:50,20:50,20:50,20:50,20:50,20:50,20:50,라스트오더
공미학 루프앤테라스 레스토랑,1209183386,08:30,08:30,08:30,08:30,08:30,10:00,10:00,오픈
공미학 루프앤테라스 레스토랑,1209183386,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
공미학 루프앤테라스 레스토랑,1209183386,21:30,21:30,21:30,21:30,21:30,21:30,21:30,라스트오더
노보텔 앰배서더 서울 강남 안뜨레,11714188,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
노보텔 앰배서더 서울 강남 안뜨레,11714188,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
노보텔 앰배서더 서울 강남 안뜨레,11714188,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
을지다락 강남,1483096423,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
을지다락 강남,1483096423,21:15,21:15,21:15,21:15,21:15,21:15,21:15,마감
을지다락 강남,1483096423,15:10,15:10,15:10,15:10,15:10,,,브레이크타임시작1
을지다락 강남,1483096423,16:30,16:30,16:30,16:30,16:30,,,브레이크타임종료1
을지다락 강남,1483096423,14:25,14:25,14:25,14:25,14:25,20:30,20:30,라스트오더
을지다락 강남,1483096423,20:30,20:30,20:30,20:30,20:30,,,라스트오더2
LE SOL,1721459325,11:30,11:30,11:30,11:30,11:30,11:00,11:00,오픈
LE SOL,1721459325,22:00,22:00,22:00,22:00,22:00,21:30,21:30,마감
LE SOL,1721459325,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
LE SOL,1721459325,18:00,18:00,18:00,18:00,18:00,18:00,18:00,브레이크타임종료1
LE SOL,1721459325,21:00,21:00,21:00,21:00,21:00,20:30,20:30,라스트오더
오크우드 프리미어 코엑스 센터 오크레스토랑,37402262,06:30,06:30,06:30,06:30,06:30,06:30,06:30,오픈
오크우드 프리미어 코엑스 센터 오크레스토랑,37402262,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
어거스트 힐 강남점,661051254,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
어거스트 힐 강남점,661051254,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
어거스트 힐 강남점,661051254,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
안식 레스토랑,1524477737,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
안식 레스토랑,1524477737,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
안식 레스토랑,1524477737,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
안식 레스토랑,1524477737,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
안식 레스토랑,1524477737,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
녘,1559452716,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
녘,1559452716,22:00,22:00,22:00,22:00,22:00,22:00,21:00,마감
녘,1559452716,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
녘,1559452716,18:00,18:00,18:00,18:00,17:30,17:00,17:00,브레이크타임종료1
녘,1559452716,20:30,20:30,20:30,20:30,20:30,20:30,19:30,라스트오더
블랙랩,245349045,09:00,09:00,09:00,09:00,09:00,09:00,09:00,오픈
블랙랩,245349045,19:00,19:00,19:00,19:00,19:00,17:00,17:00,마감
블랙랩,245349045,18:30,18:30,18:30,18:30,18:30,16:30,16:30,라스트오더
다이닝 플레이스,1395477093,12:00,12:00,12:00,12:00,12:00,12:00,정기휴무 (매주 일요일),오픈
다이닝 플레이스,1395477093,23:00,23:00,23:00,23:00,23:00,23:00,정기휴무 (매주 일요일),마감
다이닝 플레이스,1395477093,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
다이닝 플레이스,1395477093,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
다이닝 플레이스,1395477093,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),라스트오더
에피스,1539007094,정기휴무 (매주 월요일),11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
에피스,1539007094,정기휴무 (매주 월요일),22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
에피스,1539007094,정기휴무 (매주 월요일),15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
에피스,1539007094,정기휴무 (매주 월요일),17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
에피스,1539007094,정기휴무 (매주 월요일),14:00,14:00,14:00,14:00,14:00,정기휴무 (매주 일요일),라스트오더
에피스,1539007094,정기휴무 (매주 월요일),21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),라스트오더2
더미뇽 서울,1232903482,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
더미뇽 서울,1232903482,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
더미뇽 서울,1232903482,15:00,15:00,15:00,15:00,15:00,,,브레이크타임시작1
더미뇽 서울,1232903482,17:00,17:00,17:00,17:00,17:00,,,브레이크타임종료1
핸드크라프트,1021786852,08:00,08:00,08:00,08:00,08:00,10:00,10:00,오픈
핸드크라프트,1021786852,19:00,19:00,19:00,19:00,19:00,18:00,18:00,마감
핸드크라프트,1021786852,18:30,18:30,18:30,18:30,18:30,17:30,17:30,라스트오더
아만다인,1530963928,09:00,09:00,09:00,09:00,09:00,11:00,11:00,오픈
아만다인,1530963928,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
아만다인,1530963928,20:20,20:20,20:20,20:20,20:20,20:20,20:20,라스트오더
아만다인,1530963928,,,,,,15:00,15:00,브레이크타임시작1
아만다인,1530963928,,,,,,17:00,17:00,브레이크타임종료1
꾸우덕 선릉 본점,1108042764,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
꾸우덕 선릉 본점,1108042764,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),마감
꾸우덕 선릉 본점,1108042764,20:30,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 일요일),라스트오더
꾸우덕 선릉 본점,1108042764,,,,,,15:00,정기휴무 (매주 일요일),브레이크타임시작1
꾸우덕 선릉 본점,1108042764,,,,,,16:30,정기휴무 (매주 일요일),브레이크타임종료1
유라노스 강남,1868413328,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
유라노스 강남,1868413328,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
썬더볼드 강남역점,36643103,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
썬더볼드 강남역점,36643103,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
브리즈,1072533016,11:00,11:00,11:00,11:00,11:00,11:30,정기휴무 (매주 일요일),오픈
브리즈,1072533016,22:50,22:50,22:50,22:50,22:50,21:50,정기휴무 (매주 일요일),마감
브리즈,1072533016,15:00,15:00,15:00,15:00,15:00,15:30,정기휴무 (매주 일요일),브레이크타임시작1
브리즈,1072533016,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
브리즈,1072533016,13:50,13:50,13:50,13:50,13:50,14:20,정기휴무 (매주 일요일),라스트오더
브리즈,1072533016,21:40,21:40,21:40,21:40,21:40,20:40,정기휴무 (매주 일요일),라스트오더2
위트앤미트 강남점,1771536211,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
위트앤미트 강남점,1771536211,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
위트앤미트 강남점,1771536211,15:30,15:30,15:30,15:30,15:30,15:30,15:30,브레이크타임시작1
위트앤미트 강남점,1771536211,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
위트앤미트 강남점,1771536211,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
아올,1012463265,11:30,11:30,11:30,11:30,11:30,18:00,18:00,오픈
아올,1012463265,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
아올,1012463265,15:00,15:00,15:00,15:00,15:00,,,브레이크타임시작1
아올,1012463265,18:00,18:00,18:00,18:00,18:00,,,브레이크타임종료1
아올,1012463265,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
패티드,1313967118,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
패티드,1313967118,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
패티드,1313967118,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
글로브 비스트로,334278981,07:30,07:30,07:30,07:30,07:30,10:00,10:00,오픈
글로브 비스트로,334278981,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
미테이블 교대직영점,1977127648,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
미테이블 교대직영점,1977127648,21:30,21:30,21:30,21:30,21:30,20:30,20:30,마감
미테이블 교대직영점,1977127648,14:50,14:50,14:50,14:50,14:50,,,브레이크타임시작1
미테이블 교대직영점,1977127648,17:00,17:00,17:00,17:00,17:00,,,브레이크타임종료1
미테이블 교대직영점,1977127648,20:50,20:50,20:50,20:50,20:50,19:50,19:50,라스트오더
루프808,1488226670,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
루프808,1488226670,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
구라파,1497450539,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
구라파,1497450539,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
구라파,1497450539,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
구라파,1497450539,17:30,17:30,17:30,17:30,17:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
구라파,1497450539,14:00,14:00,14:00,14:00,14:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
구라파,1497450539,21:30,21:30,21:30,21:30,21:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더2
파스타에꼬치다 대치점,1153354999,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
파스타에꼬치다 대치점,1153354999,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
파스타에꼬치다 대치점,1153354999,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
파스타에꼬치다 대치점,1153354999,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
올라아보 강남언주역점,1116064916,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
올라아보 강남언주역점,1116064916,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
